,Target.name
KCTD8,KCTD8
SMNDC1,SMNDC1
PPP3CC,PPP3CC
SNX2,SNX2
PQBP1,PQBP1
MRPS31,MRPS31
ZNF608,ZNF608
AK5,AK5
GPI,GPI
DLX6,DLX6
ZNF454,ZNF454
SYNPO2,SYNPO2
REG4,REG4
TBPL1,TBPL1
CYP3A4,CYP3A4
NDC80,NDC80
OGA,OGA
NPY2R,NPY2R
BRD8,BRD8
CEBPG,CEBPG
TLR9,TLR9
PCSK1,PCSK1
RPL26L1,RPL26L1
NLRC5,NLRC5
DPPA4,DPPA4
TYMP,TYMP
SLC5A4,SLC5A4
ASCC3,ASCC3
CFAP46,CFAP46
RSPH1,RSPH1
ZMAT3,ZMAT3
CMKLR1,CMKLR1
SLC4A2,SLC4A2
TENM3,TENM3
GPR37,GPR37
TGFB2,TGFB2
KDM5A,KDM5A
BCL2L1,BCL2L1
PCGF2,PCGF2
ACTR2,ACTR2
CCL4,CCL4
C17orf49,C17orf49
PCID2,PCID2
HAPLN3,HAPLN3
VPS26A,VPS26A
RND3,RND3
RAB3IP,RAB3IP
BTG1,BTG1
APCDD1,APCDD1
CNR2,CNR2
ZNF619,ZNF619
TBX15,TBX15
MTTP,MTTP
F7,F7
ATP5F1D,ATP5F1D
CBX1,CBX1
DAPP1,DAPP1
PRMT3,PRMT3
WDR36,WDR36
CA2,CA2
AAK1,AAK1
DGKE,DGKE
YDJC,YDJC
LY75-CD302,LY75-CD302
DHH,DHH
WEE1,WEE1
GPR156,GPR156
TNFRSF13C,TNFRSF13C
SETD6,SETD6
PARN,PARN
GLP1R,GLP1R
CAD,CAD
PLA2G4A,PLA2G4A
DHCR24,DHCR24
PRKAA2,PRKAA2
PSG5,PSG5
PIGB,PIGB
PPP1R15A,PPP1R15A
REL,REL
FOS,FOS
CBX3,CBX3
FOSL2,FOSL2
TNNI3K,TNNI3K
CDKL3,CDKL3
KIF20A,KIF20A
MAP2K5,MAP2K5
NRXN1,NRXN1
PTF1A,PTF1A
FTL,FTL
BTN2A2,BTN2A2
LMO1,LMO1
CREB3,CREB3
PID1,PID1
ZNF695,ZNF695
CDIP1,CDIP1
GRIA1,GRIA1
NOL3,NOL3
ECHS1,ECHS1
FBXO40,FBXO40
APRT,APRT
GPR61,GPR61
PHKA2,PHKA2
UBAP1,UBAP1
GJB3,GJB3
KCND1,KCND1
HCN3,HCN3
COP1,COP1
SYNM,SYNM
APBA2,APBA2
SUPV3L1,SUPV3L1
CGREF1,CGREF1
PRLR,PRLR
MPI,MPI
HPRT1,HPRT1
RNF11,RNF11
TRIM42,TRIM42
PLCE1,PLCE1
USP15,USP15
RGS7,RGS7
HVCN1,HVCN1
HTRA1,HTRA1
HSD3B2,HSD3B2
DLL4,DLL4
MTERF3,MTERF3
SMAD5,SMAD5
YLPM1,YLPM1
CST6,CST6
PTEN,PTEN
NADK2,NADK2
ATP2A1,ATP2A1
OGDH,OGDH
RYR1,RYR1
JUND,JUND
IRS2,IRS2
LYPD6B,LYPD6B
ZNF385A,ZNF385A
NFE2,NFE2
MAPT,MAPT
MAP2K7,MAP2K7
SENP2,SENP2
RTN2,RTN2
ALDH1A2,ALDH1A2
ROBO1,ROBO1
AKR1C4,AKR1C4
SLF1,SLF1
NETO2,NETO2
TRAPPC6A,TRAPPC6A
MYOG,MYOG
MDH1,MDH1
LAMP1,LAMP1
GAB1,GAB1
TM9SF3,TM9SF3
TFAP2A-AS1,TFAP2A-AS1
COLEC11,COLEC11
MIR31HG,MIR31HG
SLC26A6,SLC26A6
HAO2,HAO2
EFCAB2,EFCAB2
ZNF596,ZNF596
SCRN1,SCRN1
SLA,SLA
CHRM2,CHRM2
POLA2,POLA2
C4BPB,C4BPB
POM121L2,POM121L2
SLFN14,SLFN14
S1PR4,S1PR4
NOX4,NOX4
SLC5A1,SLC5A1
FCRL3,FCRL3
NCS1,NCS1
KLF3,KLF3
PKMYT1,PKMYT1
BTLA,BTLA
FGF1,FGF1
PDGFRA,PDGFRA
DCAKD,DCAKD
EPX,EPX
RFXAP,RFXAP
RCOR3,RCOR3
BPIFA1,BPIFA1
PDLIM4,PDLIM4
MEI1,MEI1
DOHH,DOHH
KIAA0355,KIAA0355
PRF1,PRF1
ABCA7,ABCA7
ARPC2,ARPC2
BPHL,BPHL
TUT4,TUT4
ARHGEF19,ARHGEF19
PHB,PHB
CNTN5,CNTN5
TMEM50A,TMEM50A
TRAPPC13,TRAPPC13
ABCB4,ABCB4
FZD1,FZD1
LRIT1,LRIT1
ACO1,ACO1
BTRC,BTRC
ADI1,ADI1
ZNF554,ZNF554
HSD17B8,HSD17B8
SERPINF1,SERPINF1
ZNF350,ZNF350
PARP2,PARP2
UTP14A,UTP14A
ZBTB47,ZBTB47
FCSK,FCSK
RNF138,RNF138
YME1L1,YME1L1
N4BP2,N4BP2
BMP2KL,BMP2KL
HRH1,HRH1
RICTOR,RICTOR
CRCP,CRCP
PPIP5K2,PPIP5K2
TMSB4XP8,TMSB4XP8
FAM78A,FAM78A
RHOC,RHOC
ATP1B3,ATP1B3
GPR83,GPR83
IFIT3,IFIT3
TDRD3,TDRD3
TRMT1,TRMT1
COPS4,COPS4
CPZ,CPZ
MIF,MIF
MAN1A1,MAN1A1
PNRC1,PNRC1
SERPINB8,SERPINB8
POLR2F,POLR2F
EBNA1BP2,EBNA1BP2
VCAM1,VCAM1
ALCAM,ALCAM
IRAK1,IRAK1
CHD9,CHD9
IP6K1,IP6K1
UBA52,UBA52
DOCK5,DOCK5
SLC38A5,SLC38A5
ZNF589,ZNF589
ARF4,ARF4
MICB,MICB
IL5,IL5
RCOR1,RCOR1
RAD51B,RAD51B
TRIM7,TRIM7
WFDC2,WFDC2
TNFRSF10B,TNFRSF10B
TCF4,TCF4
CDK5,CDK5
SMYD4,SMYD4
CD37,CD37
CISD2,CISD2
GNA11,GNA11
ARF1,ARF1
BAP1,BAP1
VPREB3,VPREB3
PRKCH,PRKCH
FABP4,FABP4
ATP5PD,ATP5PD
COPB2,COPB2
POLD1,POLD1
CD2,CD2
OAZ3,OAZ3
SIRT7,SIRT7
SEC24B,SEC24B
ADAM12,ADAM12
STYK1,STYK1
PCM1,PCM1
SHMT2,SHMT2
C8B,C8B
IL1RN,IL1RN
BICRA,BICRA
HCRTR1,HCRTR1
PDHB,PDHB
PTPA,PTPA
RNF186,RNF186
SLC30A3,SLC30A3
CAMK1D,CAMK1D
NKX2-1,NKX2-1
HLA-DMA,HLA-DMA
ADIPOR1,ADIPOR1
ACVRL1,ACVRL1
TNNC2,TNNC2
LINC01011,LINC01011
CDA,CDA
MNAT1,MNAT1
ZBTB49,ZBTB49
RPS13,RPS13
LINC00526,LINC00526
PCGF6,PCGF6
RFK,RFK
XBP1,XBP1
CLIC3,CLIC3
SEPTIN4-AS1,SEPTIN4-AS1
GNG8,GNG8
HES2,HES2
MAP2K1,MAP2K1
HTD2,HTD2
GPR142,GPR142
CD84,CD84
CBFA2T3,CBFA2T3
PRSS8,PRSS8
LARP1,LARP1
GALNT14,GALNT14
RHOD,RHOD
PRKN,PRKN
BTG3,BTG3
DHRS4,DHRS4
ZEB1,ZEB1
DACH2,DACH2
PLXDC1,PLXDC1
SNHG25,SNHG25
PXN-AS1,PXN-AS1
GATA4,GATA4
PRR34-AS1,PRR34-AS1
ALDH2,ALDH2
RIT1,RIT1
IL2,IL2
BCL9,BCL9
SLC18A1,SLC18A1
SLC45A3,SLC45A3
KCNK5,KCNK5
CLK2,CLK2
KLHL21,KLHL21
SUB1,SUB1
CD28,CD28
IL1RAPL1,IL1RAPL1
GCGR,GCGR
SCAMP5,SCAMP5
ZNF37A,ZNF37A
MYL9,MYL9
FOXJ1,FOXJ1
KCNN3,KCNN3
KLF2,KLF2
ASB3,ASB3
HOXB-AS3,HOXB-AS3
SYNGR1,SYNGR1
GNAI3,GNAI3
HMGA1,HMGA1
GLUD2,GLUD2
UBAC2,UBAC2
UBR7,UBR7
MAP3K19,MAP3K19
AKAP11,AKAP11
CUL3,CUL3
FBXL19,FBXL19
MVP,MVP
PTGS2,PTGS2
HSPA5,HSPA5
VPS28,VPS28
PDX1,PDX1
NOC4L,NOC4L
RBBP6,RBBP6
AIMP2,AIMP2
MFSD2A,MFSD2A
SLC22A23,SLC22A23
GAA,GAA
CLC,CLC
GAPT,GAPT
KISS1R,KISS1R
LPAR1,LPAR1
XKRX,XKRX
FERD3L,FERD3L
SLC11A2,SLC11A2
FUT8,FUT8
AMIGO2,AMIGO2
ETV4,ETV4
SMS,SMS
SLC19A1,SLC19A1
RUNX3,RUNX3
UBE2F,UBE2F
FBXO36,FBXO36
CTNNB1,CTNNB1
TLE1,TLE1
ZNF571,ZNF571
GLIPR1,GLIPR1
LHX8,LHX8
CHKB,CHKB
RBPJ,RBPJ
MPHOSPH9,MPHOSPH9
PSMC5,PSMC5
TET2,TET2
IDI2,IDI2
LPAR6,LPAR6
CR1L,CR1L
ZNF449,ZNF449
HAPLN2,HAPLN2
TEX11,TEX11
ARL1,ARL1
RELT,RELT
IGFBP2,IGFBP2
GSTT1,GSTT1
PLCL1,PLCL1
DHRS9,DHRS9
GRIK1,GRIK1
UGT1A1,UGT1A1
RPS19,RPS19
NMRK2,NMRK2
IL13RA2,IL13RA2
CHI3L1,CHI3L1
SMARCD1,SMARCD1
CPT2,CPT2
PRR14L,PRR14L
PRR15L,PRR15L
ADARB2,ADARB2
SYN2,SYN2
ACP1,ACP1
ARHGAP15,ARHGAP15
PRKAG2,PRKAG2
RPS10,RPS10
NOS2,NOS2
JADE3,JADE3
EIF2B2,EIF2B2
PSMA7,PSMA7
GPR141,GPR141
CHD2,CHD2
OR52B2,OR52B2
GPR12,GPR12
TOMM40,TOMM40
LRP4,LRP4
FGFBP2,FGFBP2
KLF14,KLF14
CDH11,CDH11
MOS,MOS
PSG7,PSG7
HOMER2,HOMER2
LRP10,LRP10
TARDBP,TARDBP
PSME1,PSME1
CLK3,CLK3
ZKSCAN2,ZKSCAN2
GABRA4,GABRA4
RELL1,RELL1
SRSF3,SRSF3
SPRY2,SPRY2
MED1,MED1
ATP23,ATP23
DACH1,DACH1
CD163,CD163
CDKN1A,CDKN1A
SIGLEC12,SIGLEC12
SLC30A9,SLC30A9
P4HA1,P4HA1
STAT3,STAT3
GON4L,GON4L
CCN2,CCN2
ANKRD27,ANKRD27
CHRNA2,CHRNA2
RERG,RERG
HSPA1A,HSPA1A
ARL17A,ARL17A
STK40,STK40
CD55,CD55
BAK1,BAK1
FN3K,FN3K
MAP7,MAP7
ACACA,ACACA
PDE7A,PDE7A
NQO1,NQO1
TARM1,TARM1
CIC,CIC
FFAR2,FFAR2
KLHL18,KLHL18
HGFAC,HGFAC
KDM4E,KDM4E
TMIGD2,TMIGD2
CATSPER2,CATSPER2
MMUT,MMUT
PRR7,PRR7
BOC,BOC
CLCN3,CLCN3
GSAP,GSAP
NAP1L1,NAP1L1
SUCLG1,SUCLG1
CD44,CD44
ITPKB,ITPKB
RNLS,RNLS
R3HDM2,R3HDM2
PSTPIP1,PSTPIP1
HCK,HCK
ZKSCAN8,ZKSCAN8
CA5B,CA5B
PLG,PLG
ALOX12,ALOX12
USP2-AS1,USP2-AS1
POLH,POLH
VSIG8,VSIG8
ZBTB18,ZBTB18
RNPS1,RNPS1
NIBAN3,NIBAN3
EXT1,EXT1
BACE2,BACE2
CDT1,CDT1
DCTN2,DCTN2
MAPK8IP1,MAPK8IP1
THRB,THRB
GATA3,GATA3
SSBP4,SSBP4
NLN,NLN
OSBPL6,OSBPL6
RING1,RING1
TIMELESS,TIMELESS
CPSF1,CPSF1
TLR10,TLR10
ALDH3B1,ALDH3B1
RBMS1,RBMS1
ZNF10,ZNF10
RHOV,RHOV
TIMM17B,TIMM17B
ITPKA,ITPKA
LRRTM4,LRRTM4
KCNN4,KCNN4
CP,CP
DMD,DMD
IL2RG,IL2RG
SELENOM,SELENOM
ZNF200,ZNF200
CNR1,CNR1
PPIE,PPIE
PTPMT1,PTPMT1
PAPSS1,PAPSS1
CEBPZ,CEBPZ
WNT7B,WNT7B
CRNDE,CRNDE
RSPO1,RSPO1
OLFM4,OLFM4
ZC3H12C,ZC3H12C
TFPI2,TFPI2
TESK2,TESK2
FXYD2,FXYD2
GABRE,GABRE
SEC16A,SEC16A
MYBPC3,MYBPC3
DRAM1,DRAM1
RALBP1,RALBP1
ZNF791,ZNF791
GFPT1,GFPT1
BRD1,BRD1
REN,REN
OR10V1,OR10V1
RAB4A,RAB4A
ZNF625,ZNF625
ALK,ALK
NR2F6,NR2F6
COQ3,COQ3
SNUPN,SNUPN
CUL1,CUL1
GPR179,GPR179
CASD1,CASD1
CCL28,CCL28
FCGR1A,FCGR1A
GRM1,GRM1
CD68,CD68
CA3,CA3
OR5B21,OR5B21
KCNJ14,KCNJ14
TBCB,TBCB
ZFP36,ZFP36
FCAMR,FCAMR
FOXA1,FOXA1
PRKCD,PRKCD
LOXL1-AS1,LOXL1-AS1
ZNF567,ZNF567
GPR137,GPR137
GK5,GK5
SHPRH,SHPRH
LPP-AS2,LPP-AS2
RAD1,RAD1
SCAP,SCAP
RPS6KA5,RPS6KA5
H4C5,H4C5
AGL,AGL
TPM3,TPM3
SLC9B1,SLC9B1
DNAJC5G,DNAJC5G
BMP2,BMP2
CHD4,CHD4
PSMD2,PSMD2
ZNF133,ZNF133
SEPSECS,SEPSECS
TSKU,TSKU
TMLHE,TMLHE
SMU1,SMU1
LCN2,LCN2
TRIM38,TRIM38
HSPA2,HSPA2
PARP3,PARP3
VRK1,VRK1
HTR6,HTR6
KIF21B,KIF21B
MPZL2,MPZL2
COX6B1,COX6B1
C2orf16,C2orf16
PHRF1,PHRF1
CDKN2C,CDKN2C
SLC19A2,SLC19A2
BCAR3,BCAR3
GRK5,GRK5
NFIC,NFIC
CDK13,CDK13
VSTM2L,VSTM2L
MYL6,MYL6
MPP5,MPP5
AK8,AK8
SDC1,SDC1
PLCXD3,PLCXD3
CACNA1F,CACNA1F
KYAT3,KYAT3
DYRK2,DYRK2
TAOK2,TAOK2
ABCB11,ABCB11
PYCR2,PYCR2
ELMOD3,ELMOD3
RAB5A,RAB5A
MCM6,MCM6
CAPN15,CAPN15
ACVR1,ACVR1
CYP3A7,CYP3A7
PPM1L,PPM1L
DNAJB12,DNAJB12
PDILT,PDILT
CD69,CD69
PRR5L,PRR5L
REST,REST
DYRK3,DYRK3
SPPL2A,SPPL2A
SLC22A12,SLC22A12
LY86,LY86
IL27RA,IL27RA
RGS3,RGS3
MOCOS,MOCOS
CTBP1-DT,CTBP1-DT
FHL1,FHL1
CD300E,CD300E
ERO1B,ERO1B
ABL1,ABL1
ZNF830,ZNF830
FCGR1B,FCGR1B
DIS3,DIS3
TGFB1I1,TGFB1I1
PIR,PIR
ZNF280B,ZNF280B
S1PR2,S1PR2
PSMF1,PSMF1
MS4A2,MS4A2
EGR3,EGR3
EHMT1,EHMT1
HLA-DRB3,HLA-DRB3
SIRPB2,SIRPB2
IL31,IL31
RMI2,RMI2
IPCEF1,IPCEF1
GRK2,GRK2
SEMA4G,SEMA4G
NOXA1,NOXA1
CLIC4,CLIC4
KIF9,KIF9
PARVG,PARVG
NEK11,NEK11
DERL1,DERL1
VTCN1,VTCN1
GLRX2,GLRX2
DNASE1L3,DNASE1L3
ICOS,ICOS
EXOC6,EXOC6
RPS6KA3,RPS6KA3
RGS1,RGS1
NDUFAF3,NDUFAF3
RNF125,RNF125
SPAG8,SPAG8
ZGPAT,ZGPAT
AMDHD2,AMDHD2
PGAM1,PGAM1
PGK2,PGK2
DUOXA1,DUOXA1
CGRRF1,CGRRF1
BCL2,BCL2
SHISA2,SHISA2
ZRANB2,ZRANB2
LINC00265,LINC00265
SART1,SART1
SUV39H2,SUV39H2
VSTM4,VSTM4
ST18,ST18
SNHG18,SNHG18
RGS10,RGS10
TLR6,TLR6
ZIM3,ZIM3
PIAS4,PIAS4
CATSPER1,CATSPER1
TIMM50,TIMM50
SLC12A6,SLC12A6
RGL4,RGL4
BIRC6,BIRC6
BNIP3,BNIP3
BAIAP2-DT,BAIAP2-DT
SAMHD1,SAMHD1
NCF2,NCF2
CAPSL,CAPSL
TBL3,TBL3
ALPK3,ALPK3
RNF31,RNF31
MRPL15,MRPL15
SDHD,SDHD
CPNE3,CPNE3
FAM92B,FAM92B
WASHC5,WASHC5
ITPKC,ITPKC
UAP1,UAP1
PHF21B,PHF21B
PRAM1,PRAM1
RAB5B,RAB5B
LINC01003,LINC01003
TRPM4,TRPM4
IMPDH1,IMPDH1
CCN5,CCN5
FBXO38,FBXO38
SGK2,SGK2
INTS4,INTS4
MCM2,MCM2
SUPT7L,SUPT7L
MDM2,MDM2
DFFB,DFFB
DR1,DR1
CTLA4,CTLA4
SPHK2,SPHK2
NR4A3,NR4A3
POLR3D,POLR3D
MARK2P10,MARK2P10
CDC42BPA,CDC42BPA
MARS1,MARS1
STARD3,STARD3
NCKAP1L,NCKAP1L
ARHGEF9,ARHGEF9
FANCA,FANCA
TCIRG1,TCIRG1
FZD10,FZD10
APOA2,APOA2
TGFBR2,TGFBR2
AFG3L2,AFG3L2
ANXA9,ANXA9
ACOX1,ACOX1
DCTN6,DCTN6
ARRB1,ARRB1
CSF3,CSF3
GRIA2,GRIA2
TRAFD1,TRAFD1
PEMT,PEMT
DOCK10,DOCK10
TBX20,TBX20
RRP12,RRP12
PM20D1,PM20D1
SLC25A4,SLC25A4
TMPRSS9,TMPRSS9
ATP13A2,ATP13A2
NUP85,NUP85
CHPF,CHPF
TINF2,TINF2
STH,STH
AZGP1,AZGP1
RFTN2,RFTN2
IGSF5,IGSF5
DNMT1,DNMT1
SPINK5,SPINK5
SCYL3,SCYL3
FBXO10,FBXO10
COASY,COASY
IKBIP,IKBIP
NRG1,NRG1
TAAR1,TAAR1
CALML6,CALML6
GJD3,GJD3
CCDC86,CCDC86
ARPC1B,ARPC1B
CDC25C,CDC25C
COL13A1,COL13A1
RPA1,RPA1
NBAS,NBAS
ID3,ID3
PLK5,PLK5
ATG12,ATG12
H1-1,H1-1
ATXN2,ATXN2
RPL13,RPL13
IGFN1,IGFN1
DUSP28,DUSP28
H2AX,H2AX
ZNF175,ZNF175
IL10,IL10
TREML4,TREML4
LINP1,LINP1
SLC9A1,SLC9A1
NDUFA3,NDUFA3
ENPP1,ENPP1
AKT3,AKT3
GATAD1,GATAD1
LINC00842,LINC00842
MAPKAPK3,MAPKAPK3
ST8SIA4,ST8SIA4
KCNMA1,KCNMA1
ZNF277,ZNF277
ZNF486,ZNF486
PPP6R3,PPP6R3
SPINK2,SPINK2
ZNF18,ZNF18
SKP2,SKP2
NME2,NME2
ELOVL6,ELOVL6
ADORA2B,ADORA2B
KDM4D,KDM4D
LRRC4,LRRC4
MYOD1,MYOD1
S100P,S100P
BRMS1L,BRMS1L
EIF4H,EIF4H
UMOD,UMOD
CSF3R,CSF3R
NME8,NME8
PIAS2,PIAS2
CARD8-AS1,CARD8-AS1
SC5D,SC5D
VDR,VDR
RRM2B,RRM2B
GJD2,GJD2
ANKRD10,ANKRD10
ALPL,ALPL
PIH1D1,PIH1D1
HNMT,HNMT
PPIL1,PPIL1
HOXA10,HOXA10
TMEM156,TMEM156
NSA2,NSA2
SLC24A4,SLC24A4
PPP1R13B,PPP1R13B
NEK5,NEK5
WAS,WAS
AURKB,AURKB
TRIM16,TRIM16
SUPT4H1,SUPT4H1
CHAC1,CHAC1
NDUFS2,NDUFS2
ABCD2,ABCD2
ZBTB25,ZBTB25
ZNF384,ZNF384
CIP2A,CIP2A
EHBP1L1,EHBP1L1
OR2L3,OR2L3
BPIFA3,BPIFA3
BDKRB2,BDKRB2
NMT1,NMT1
PATL1,PATL1
SLC12A7,SLC12A7
PDCD1LG2,PDCD1LG2
SF3A2,SF3A2
ERCC3,ERCC3
ATP1A4,ATP1A4
SEMA7A,SEMA7A
RPN1,RPN1
PRPF4,PRPF4
BID,BID
RFWD3,RFWD3
TAP2,TAP2
FBXO46,FBXO46
EDN1,EDN1
CACNB1,CACNB1
TRERF1,TRERF1
CYP1A2,CYP1A2
SLC12A2,SLC12A2
PASK,PASK
ZNF768,ZNF768
SLC23A2,SLC23A2
CA1,CA1
BACE1,BACE1
BLNK,BLNK
YWHAH,YWHAH
WASHC4,WASHC4
CD27-AS1,CD27-AS1
TIMD4,TIMD4
ACSM2A,ACSM2A
IRF7,IRF7
ZMIZ1,ZMIZ1
KCNG1,KCNG1
CASR,CASR
ACTL6A,ACTL6A
SIDT1,SIDT1
NF1,NF1
LGR5,LGR5
JAML,JAML
CNTN1,CNTN1
AKR1C3,AKR1C3
ATG3,ATG3
GALC,GALC
GRHL3,GRHL3
IGSF9B,IGSF9B
MGAT4A,MGAT4A
PKN3,PKN3
IRF9,IRF9
ALDH9A1,ALDH9A1
IGSF1,IGSF1
HLA-DRB1,HLA-DRB1
TBC1D4,TBC1D4
KCMF1,KCMF1
GNA15,GNA15
MS4A6E,MS4A6E
IFNA14,IFNA14
BCAT1,BCAT1
IL1RAPL2,IL1RAPL2
AP2A1,AP2A1
ST6GALNAC1,ST6GALNAC1
PITPNA,PITPNA
TEAD4,TEAD4
GRIN2D,GRIN2D
C22orf34,C22orf34
KCNS2,KCNS2
NME6,NME6
MAT1A,MAT1A
ECSCR,ECSCR
PLCB2,PLCB2
TBX4,TBX4
CD63,CD63
MAP2K6,MAP2K6
ECE2,ECE2
SLC25A14,SLC25A14
CIT,CIT
RPS2,RPS2
IL33,IL33
DDX42,DDX42
DNM2,DNM2
ING3,ING3
DPEP1,DPEP1
TNIP1,TNIP1
VPS37B,VPS37B
ADH7,ADH7
SULT1A3,SULT1A3
MPDZ,MPDZ
GABRD,GABRD
STAMBP,STAMBP
RFC1,RFC1
CDC42,CDC42
ITGAV,ITGAV
NANOG,NANOG
ANO10,ANO10
TAF1,TAF1
ASB16-AS1,ASB16-AS1
ZNF587,ZNF587
SLAMF7,SLAMF7
STK24,STK24
MED26,MED26
LCOR,LCOR
KCNH1,KCNH1
SMYD1,SMYD1
COPG1,COPG1
ARPC1A,ARPC1A
MAPKAPK5,MAPKAPK5
HOXA10-AS,HOXA10-AS
KDM4C,KDM4C
ATG4D,ATG4D
EGLN1,EGLN1
PNKD,PNKD
PLA2R1,PLA2R1
IL18BP,IL18BP
SLC6A11,SLC6A11
SLC25A1,SLC25A1
NTRK3,NTRK3
CLPP,CLPP
MCM5,MCM5
KLRC3,KLRC3
SLC7A9,SLC7A9
NNMT,NNMT
ST6GALNAC2,ST6GALNAC2
TUT1,TUT1
TP53BP1,TP53BP1
TSPAN6,TSPAN6
WASL,WASL
ADAM28,ADAM28
LINC01311,LINC01311
NICN1,NICN1
ETNK1,ETNK1
EPB41L2,EPB41L2
SMIM30,SMIM30
OLIG3,OLIG3
RPL8,RPL8
SIRT3,SIRT3
PDE10A,PDE10A
OLIG1,OLIG1
LINC00909,LINC00909
THAP8,THAP8
LYN,LYN
ZNF114,ZNF114
ZNF195,ZNF195
MTSS1,MTSS1
SMAD7,SMAD7
FDPS,FDPS
SRRT,SRRT
ZNF525,ZNF525
CRHBP,CRHBP
RDH12,RDH12
LCK,LCK
VPS9D1-AS1,VPS9D1-AS1
ADA2,ADA2
MAP4K5,MAP4K5
MDN1,MDN1
ZEB1-AS1,ZEB1-AS1
CHRNB1,CHRNB1
DSTYK,DSTYK
PRB3,PRB3
TUBA4A,TUBA4A
TPD52L2,TPD52L2
UBP1,UBP1
LPAR2,LPAR2
CHRNG,CHRNG
ZBTB32,ZBTB32
KCNJ13,KCNJ13
RAB3GAP1,RAB3GAP1
TCN1,TCN1
XCL2,XCL2
ZNF212,ZNF212
SFN,SFN
CDH3,CDH3
PROM1,PROM1
EVI2B,EVI2B
CYP2A13,CYP2A13
UCKL1,UCKL1
SDCCAG8,SDCCAG8
NPC1,NPC1
BNIP1,BNIP1
SGPL1,SGPL1
PLXNB1,PLXNB1
KCNC1,KCNC1
IDH1,IDH1
GTDC1,GTDC1
IL1RL1,IL1RL1
HSF1,HSF1
DERA,DERA
ZDHHC11,ZDHHC11
KCNQ4,KCNQ4
SSX3,SSX3
ZBTB11-AS1,ZBTB11-AS1
MGST2,MGST2
CD80,CD80
POLG2,POLG2
WIPI1,WIPI1
ZSWIM2,ZSWIM2
SLC39A6,SLC39A6
ID2,ID2
SBK1,SBK1
EMD,EMD
HMOX1,HMOX1
LAP3,LAP3
RGS2,RGS2
INSYN2A,INSYN2A
CPSF4,CPSF4
MEGF9,MEGF9
ENTR1,ENTR1
SRP54-AS1,SRP54-AS1
MYCNOS,MYCNOS
SLC35F2,SLC35F2
IKZF2,IKZF2
SETBP1,SETBP1
NCF1,NCF1
CCKBR,CCKBR
SPARC,SPARC
LRRC45,LRRC45
LYPLA1,LYPLA1
CYP2E1,CYP2E1
BHMT2,BHMT2
H1-4,H1-4
LRRC32,LRRC32
ISL1,ISL1
RGS5,RGS5
PRPF19,PRPF19
TTBK1,TTBK1
PFKFB4,PFKFB4
ITGAM,ITGAM
KEL,KEL
CRKL,CRKL
HOXD10,HOXD10
MPP6,MPP6
USP47,USP47
SCAT1,SCAT1
PRUNE1,PRUNE1
GHSR,GHSR
ZNF165,ZNF165
GPR39,GPR39
CLEC16A,CLEC16A
SNX10,SNX10
KCNA1,KCNA1
SUPT5H,SUPT5H
ZNF678,ZNF678
TESK1,TESK1
KDM2B,KDM2B
ZSCAN12,ZSCAN12
CACNA1C,CACNA1C
SEPHS2,SEPHS2
CAPNS1,CAPNS1
ADGRG6,ADGRG6
LINC00938,LINC00938
TAS1R2,TAS1R2
STAC2,STAC2
TAB2,TAB2
PPP3CB,PPP3CB
USP12,USP12
CDC123,CDC123
DDB1,DDB1
ADGRL1,ADGRL1
LRP1,LRP1
RUBCNL,RUBCNL
HCLS1,HCLS1
SLAIN2,SLAIN2
OAS1,OAS1
COX7B,COX7B
ZACN,ZACN
BIRC2,BIRC2
SRD5A1,SRD5A1
FDXR,FDXR
COPS5,COPS5
MS4A12,MS4A12
POLR1C,POLR1C
CALR,CALR
TAAR8,TAAR8
DRD4,DRD4
ADGRA1,ADGRA1
KDM5B,KDM5B
ABI3BP,ABI3BP
ESRRG,ESRRG
APOBR,APOBR
BHMT,BHMT
RNF167,RNF167
TRIP10,TRIP10
MNDA,MNDA
CKS1B,CKS1B
HSPB1,HSPB1
TRIM28,TRIM28
SF3A3,SF3A3
CYP4A11,CYP4A11
ICAM3,ICAM3
MSRA,MSRA
IFNA17,IFNA17
CD300LD,CD300LD
CGAS,CGAS
EMB,EMB
SHISAL2A,SHISAL2A
CFI,CFI
CRABP2,CRABP2
EIF2AK3,EIF2AK3
GPN1,GPN1
SOS1,SOS1
OR5F1,OR5F1
SLC44A1,SLC44A1
EPHA2,EPHA2
STAT6,STAT6
DLC1,DLC1
RUNX2,RUNX2
SP110,SP110
CBLC,CBLC
DNLZ,DNLZ
FTCD,FTCD
RGS6,RGS6
KLRB1,KLRB1
CNOT8,CNOT8
PEAK1,PEAK1
MPZL1,MPZL1
SLC25A34,SLC25A34
PHF23,PHF23
PROK2,PROK2
GRIN3B,GRIN3B
RHEX,RHEX
ZNF296,ZNF296
GPBAR1,GPBAR1
CUL5,CUL5
KMT2E,KMT2E
PKN1,PKN1
HS2ST1,HS2ST1
PAX8,PAX8
APOL1,APOL1
ZSCAN29,ZSCAN29
EDA,EDA
RBM5,RBM5
ING2,ING2
SLC12A4,SLC12A4
ZCCHC12,ZCCHC12
TUBE1,TUBE1
SLC30A2,SLC30A2
ADO,ADO
LAIR1,LAIR1
OGFOD2,OGFOD2
GTF2A2,GTF2A2
ACTN4,ACTN4
AUTS2,AUTS2
C1QC,C1QC
SELPLG,SELPLG
KCNQ5,KCNQ5
KCNT2,KCNT2
SUCO,SUCO
